lr,lora_r,lora_alpha,epochs,weight_decay,adam_beta1,adam_beta2,best_val_acc,best_val_loss,best_iteration,last_val_acc,last_val_loss,last_iteration,metrics_dir,status
3e-05,8,32.0,3,0.0,0.9,0.999,0.8842,0.2792,4208,0.8819,0.2777,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a32_ep3_wd_0p0000e00,ok
3e-05,8,32.0,3,0.01,0.9,0.999,0.8842,0.2734,6312,0.8842,0.2734,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a32_ep3_wd_1p0000e-02,ok
3e-05,8,16.0,3,0.01,0.9,0.999,0.883,0.2845,6312,0.883,0.2845,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a16_ep3_wd_1p0000e-02,ok
3e-05,128,16.0,3,0.1,0.9,0.999,0.8819,0.2808,6312,0.8819,0.2808,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a16_ep3_wd_1p0000e-01,ok
3e-05,16,16.0,3,0.1,0.9,0.999,0.8819,0.278,4208,0.8796,0.2772,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a16_ep3_wd_1p0000e-01,ok
3e-05,8,16.0,3,0.0,0.9,0.999,0.8819,0.2885,6312,0.8819,0.2885,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a16_ep3_wd_0p0000e00,ok
3e-05,8,32.0,3,0.1,0.9,0.999,0.8807,0.2806,4208,0.8796,0.2803,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a32_ep3_wd_1p0000e-01,ok
3e-05,16,16.0,3,0.01,0.9,0.999,0.8796,0.2853,6312,0.8796,0.2853,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a16_ep3_wd_1p0000e-02,ok
3e-05,64,16.0,3,0.1,0.9,0.999,0.8796,0.2881,6312,0.8796,0.2881,6312,distilbert_autogrid/results/lr_3p0000e-05_r64_a16_ep3_wd_1p0000e-01,ok
3e-05,16,16.0,3,0.0,0.9,0.999,0.8784,0.283,4208,0.875,0.2805,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a16_ep3_wd_0p0000e00,ok
3e-05,32,8.0,3,0.0,0.9,0.999,0.8784,0.2928,6312,0.8784,0.2928,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a8_ep3_wd_0p0000e00,ok
3e-05,8,16.0,3,0.1,0.9,0.999,0.8784,0.288,4208,0.875,0.2871,6312,distilbert_autogrid/results/lr_3p0000e-05_r8_a16_ep3_wd_1p0000e-01,ok
3e-05,128,8.0,3,0.0,0.9,0.999,0.8773,0.2915,6312,0.8773,0.2915,6312,distilbert_autogrid/results/lr_3p0000e-05_r128_a8_ep3_wd_0p0000e00,ok
3e-05,32,16.0,3,0.01,0.9,0.999,0.8773,0.2852,6312,0.8773,0.2852,6312,distilbert_autogrid/results/lr_3p0000e-05_r32_a16_ep3_wd_1p0000e-02,ok
3e-05,16,8.0,3,0.1,0.9,0.999,0.8761,0.293,6312,0.8761,0.293,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a8_ep3_wd_1p0000e-01,ok
3e-05,16,8.0,3,0.01,0.9,0.999,0.8761,0.2931,6312,0.8761,0.2931,6312,distilbert_autogrid/results/lr_3p0000e-05_r16_a8_ep3_wd_1p0000e-02,ok
