lr,lora_r,lora_alpha,epochs,weight_decay,adam_beta1,adam_beta2,best_val_acc,best_val_loss,best_iteration,last_val_acc,last_val_loss,last_iteration,metrics_dir,status
3e-07,8,16.0,3,0.1,0.9,0.999,0.5103,0.6941,2104,0.5103,0.6941,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a16_ep3_wd_1p0000e-01,ok
3e-05,128,16.0,3,0.1,0.9,0.999,0.5092,0.6858,4208,0.5092,0.6812,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a16_ep3_wd_1p0000e-01,ok
3e-05,128,16.0,3,0.01,0.9,0.999,0.5092,0.6939,2104,0.5092,0.6834,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a16_ep3_wd_1p0000e-02,ok
3e-05,64,16.0,3,0.0,0.9,0.999,0.5092,0.6968,2104,0.5092,0.6896,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a16_ep3_wd_0p0000e00,ok
3e-05,64,16.0,3,0.1,0.9,0.999,0.5092,0.6985,2104,0.5092,0.6892,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a16_ep3_wd_1p0000e-01,ok
3e-05,64,8.0,3,0.1,0.9,0.999,0.5092,0.6977,2104,0.5092,0.6939,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r64_a8_ep3_wd_1p0000e-01,ok
3e-06,128,16.0,3,0.0,0.9,0.999,0.5092,0.709,2104,0.5092,0.7088,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a16_ep3_wd_0p0000e00,ok
3e-06,128,32.0,3,0.1,0.9,0.999,0.5092,0.6946,2104,0.5092,0.6945,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a32_ep3_wd_1p0000e-01,ok
3e-06,16,128.0,3,0.01,0.9,0.999,0.5092,0.6958,2104,0.5092,0.6948,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a128_ep3_wd_1p0000e-02,ok
3e-06,16,64.0,3,0.1,0.9,0.999,0.5092,0.6909,2104,0.5092,0.6902,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a64_ep3_wd_1p0000e-01,ok
3e-06,32,128.0,3,0.01,0.9,0.999,0.5092,0.6962,2104,0.5092,0.6953,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a128_ep3_wd_1p0000e-02,ok
3e-06,32,64.0,3,0.1,0.9,0.999,0.5092,0.6955,2104,0.5092,0.695,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a64_ep3_wd_1p0000e-01,ok
3e-06,64,16.0,3,0.1,0.9,0.999,0.5092,0.6919,2104,0.5092,0.6918,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a16_ep3_wd_1p0000e-01,ok
3e-06,8,128.0,3,0.0,0.9,0.999,0.5092,0.6964,2104,0.5092,0.6953,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a128_ep3_wd_0p0000e00,ok
3e-06,8,128.0,3,0.1,0.9,0.999,0.5092,0.6948,2104,0.5092,0.6933,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a128_ep3_wd_1p0000e-01,ok
3e-06,8,64.0,3,0.1,0.9,0.999,0.5092,0.7004,2104,0.5092,0.6992,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a64_ep3_wd_1p0000e-01,ok
3e-07,128,128.0,3,0.0,0.9,0.999,0.5092,0.6891,2104,0.4725,0.6954,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a128_ep3_wd_0p0000e00,ok
3e-07,128,16.0,3,0.01,0.9,0.999,0.5092,0.7022,2104,0.5092,0.7022,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a16_ep3_wd_1p0000e-02,ok
3e-07,128,32.0,3,0.1,0.9,0.999,0.5092,0.6941,2104,0.5092,0.694,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a32_ep3_wd_1p0000e-01,ok
3e-07,32,16.0,3,0.0,0.9,0.999,0.5092,0.6969,2104,0.5092,0.6969,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a16_ep3_wd_0p0000e00,ok
3e-07,32,16.0,3,0.1,0.9,0.999,0.5092,0.6975,2104,0.5092,0.6975,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a16_ep3_wd_1p0000e-01,ok
3e-07,32,32.0,3,0.0,0.9,0.999,0.5092,0.6918,2104,0.5092,0.6918,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a32_ep3_wd_0p0000e00,ok
3e-07,32,64.0,3,0.0,0.9,0.999,0.5092,0.6952,2104,0.5092,0.6952,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a64_ep3_wd_0p0000e00,ok
3e-07,32,8.0,3,0.0,0.9,0.999,0.5092,0.6954,2104,0.5092,0.6954,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a8_ep3_wd_0p0000e00,ok
3e-07,32,8.0,3,0.1,0.9,0.999,0.5092,0.6997,2104,0.5092,0.6997,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a8_ep3_wd_1p0000e-01,ok
3e-07,32,8.0,3,0.01,0.9,0.999,0.5092,0.7003,2104,0.5092,0.7003,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a8_ep3_wd_1p0000e-02,ok
3e-07,64,128.0,3,0.1,0.9,0.999,0.5092,0.6961,2104,0.5092,0.6961,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a128_ep3_wd_1p0000e-01,ok
3e-07,64,16.0,3,0.01,0.9,0.999,0.5092,0.7016,2104,0.5092,0.7016,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a16_ep3_wd_1p0000e-02,ok
3e-07,64,32.0,3,0.0,0.9,0.999,0.5092,0.7036,2104,0.5092,0.7036,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a32_ep3_wd_0p0000e00,ok
3e-07,8,32.0,3,0.1,0.9,0.999,0.5092,0.7006,2104,0.5092,0.7006,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a32_ep3_wd_1p0000e-01,ok
3e-07,8,64.0,3,0.0,0.9,0.999,0.5092,0.6997,2104,0.5092,0.6997,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a64_ep3_wd_0p0000e00,ok
3e-06,128,8.0,3,0.0,0.9,0.999,0.508,0.6935,2104,0.5057,0.6935,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a8_ep3_wd_0p0000e00,ok
3e-06,16,32.0,3,0.01,0.9,0.999,0.508,0.6896,2104,0.508,0.6893,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a32_ep3_wd_1p0000e-02,ok
3e-06,8,32.0,3,0.0,0.9,0.999,0.508,0.6952,2104,0.508,0.695,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a32_ep3_wd_0p0000e00,ok
3e-07,16,32.0,3,0.0,0.9,0.999,0.508,0.6927,2104,0.508,0.6927,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a32_ep3_wd_0p0000e00,ok
3e-07,64,32.0,3,0.1,0.9,0.999,0.508,0.6942,2104,0.508,0.6942,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a32_ep3_wd_1p0000e-01,ok
3e-07,64,8.0,3,0.01,0.9,0.999,0.508,0.6967,2104,0.508,0.6967,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a8_ep3_wd_1p0000e-02,ok
3e-06,128,32.0,3,0.0,0.9,0.999,0.5069,0.692,6312,0.5069,0.692,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a32_ep3_wd_0p0000e00,ok
3e-06,64,8.0,3,0.0,0.9,0.999,0.5069,0.6942,4208,0.5069,0.6942,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a8_ep3_wd_0p0000e00,ok
3e-07,128,32.0,3,0.0,0.9,0.999,0.5069,0.6926,2104,0.5069,0.6926,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a32_ep3_wd_0p0000e00,ok
3e-07,16,128.0,3,0.01,0.9,0.999,0.5057,0.691,4208,0.5046,0.691,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a128_ep3_wd_1p0000e-02,ok
3e-07,32,128.0,3,0.01,0.9,0.999,0.5046,0.693,2104,0.5046,0.6929,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a128_ep3_wd_1p0000e-02,ok
3e-05,128,8.0,3,0.1,0.9,0.999,0.5011,0.6919,6312,0.5011,0.6919,6312,distilbert_autogrid/results_mlora/lr_3p0000e-05_r128_a8_ep3_wd_1p0000e-01,ok
3e-06,32,32.0,3,0.1,0.9,0.999,0.5011,0.6942,4208,0.5011,0.6942,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a32_ep3_wd_1p0000e-01,ok
3e-07,128,128.0,3,0.01,0.9,0.999,0.5011,0.6944,6312,0.5011,0.6944,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a128_ep3_wd_1p0000e-02,ok
3e-06,128,128.0,3,0.0,0.9,0.999,0.5,0.6931,6312,0.5,0.6931,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a128_ep3_wd_0p0000e00,ok
3e-06,64,64.0,3,0.1,0.9,0.999,0.5,0.6971,6312,0.5,0.6971,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a64_ep3_wd_1p0000e-01,ok
3e-07,32,32.0,3,0.01,0.9,0.999,0.5,0.6954,2104,0.5,0.6954,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a32_ep3_wd_1p0000e-02,ok
3e-06,64,32.0,3,0.01,0.9,0.999,0.4966,0.6935,6312,0.4966,0.6935,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a32_ep3_wd_1p0000e-02,ok
3e-07,16,8.0,3,0.1,0.9,0.999,0.4966,0.6914,6312,0.4966,0.6914,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a8_ep3_wd_1p0000e-01,ok
3e-06,16,8.0,3,0.01,0.9,0.999,0.4931,0.6929,4208,0.4931,0.6929,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a8_ep3_wd_1p0000e-02,ok
3e-06,32,128.0,3,0.1,0.9,0.999,0.4931,0.6936,4208,0.4897,0.6932,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a128_ep3_wd_1p0000e-01,ok
3e-06,64,8.0,3,0.01,0.9,0.999,0.4931,0.6992,4208,0.4931,0.6992,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a8_ep3_wd_1p0000e-02,ok
3e-06,64,128.0,3,0.0,0.9,0.999,0.492,0.6985,2104,0.492,0.6968,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a128_ep3_wd_0p0000e00,ok
3e-07,8,8.0,3,0.1,0.9,0.999,0.492,0.6951,2104,0.492,0.6951,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a8_ep3_wd_1p0000e-01,ok
3e-06,128,16.0,3,0.1,0.9,0.999,0.4908,0.6955,2104,0.4908,0.6954,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a16_ep3_wd_1p0000e-01,ok
3e-06,128,64.0,3,0.1,0.9,0.999,0.4908,0.701,2104,0.4908,0.7001,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a64_ep3_wd_1p0000e-01,ok
3e-06,128,8.0,3,0.01,0.9,0.999,0.4908,0.6973,2104,0.4908,0.6973,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a8_ep3_wd_1p0000e-02,ok
3e-06,16,8.0,3,0.1,0.9,0.999,0.4908,0.6941,2104,0.4908,0.6939,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a8_ep3_wd_1p0000e-01,ok
3e-06,32,16.0,3,0.1,0.9,0.999,0.4908,0.6976,2104,0.4908,0.6974,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a16_ep3_wd_1p0000e-01,ok
3e-06,32,32.0,3,0.0,0.9,0.999,0.4908,0.6967,2104,0.4908,0.6962,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a32_ep3_wd_0p0000e00,ok
3e-06,32,32.0,3,0.01,0.9,0.999,0.4908,0.6987,2104,0.4908,0.6982,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a32_ep3_wd_1p0000e-02,ok
3e-06,32,8.0,3,0.01,0.9,0.999,0.4908,0.6962,2104,0.4908,0.6961,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a8_ep3_wd_1p0000e-02,ok
3e-06,64,16.0,3,0.01,0.9,0.999,0.4908,0.6928,4208,0.4908,0.6927,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a16_ep3_wd_1p0000e-02,ok
3e-06,64,64.0,3,0.01,0.9,0.999,0.4908,0.7135,2104,0.4908,0.711,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a64_ep3_wd_1p0000e-02,ok
3e-06,64,8.0,3,0.1,0.9,0.999,0.4908,0.7003,2104,0.4908,0.7002,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a8_ep3_wd_1p0000e-01,ok
3e-06,8,128.0,3,0.01,0.9,0.999,0.4908,0.6936,2104,0.4908,0.6922,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a128_ep3_wd_1p0000e-02,ok
3e-06,8,64.0,3,0.01,0.9,0.999,0.4908,0.6995,2104,0.4908,0.6987,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a64_ep3_wd_1p0000e-02,ok
3e-07,128,8.0,3,0.01,0.9,0.999,0.4908,0.6962,2104,0.4908,0.6962,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a8_ep3_wd_1p0000e-02,ok
3e-07,16,128.0,3,0.0,0.9,0.999,0.4908,0.6973,2104,0.4908,0.6972,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a128_ep3_wd_0p0000e00,ok
3e-07,16,128.0,3,0.1,0.9,0.999,0.4908,0.6994,2104,0.4908,0.6993,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a128_ep3_wd_1p0000e-01,ok
3e-07,16,16.0,3,0.0,0.9,0.999,0.4908,0.6979,2104,0.4908,0.6979,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a16_ep3_wd_0p0000e00,ok
3e-07,16,16.0,3,0.01,0.9,0.999,0.4908,0.698,2104,0.4908,0.698,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a16_ep3_wd_1p0000e-02,ok
3e-07,16,64.0,3,0.01,0.9,0.999,0.4908,0.7061,2104,0.4908,0.706,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a64_ep3_wd_1p0000e-02,ok
3e-07,16,8.0,3,0.0,0.9,0.999,0.4908,0.7006,2104,0.4908,0.7006,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a8_ep3_wd_0p0000e00,ok
3e-07,32,128.0,3,0.0,0.9,0.999,0.4908,0.6936,4208,0.4908,0.6936,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a128_ep3_wd_0p0000e00,ok
3e-07,32,64.0,3,0.01,0.9,0.999,0.4908,0.6929,2104,0.4908,0.6928,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a64_ep3_wd_1p0000e-02,ok
3e-07,64,16.0,3,0.0,0.9,0.999,0.4908,0.7067,2104,0.4908,0.7066,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a16_ep3_wd_0p0000e00,ok
3e-07,64,8.0,3,0.1,0.9,0.999,0.4908,0.6963,2104,0.4908,0.6963,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a8_ep3_wd_1p0000e-01,ok
3e-07,8,16.0,3,0.0,0.9,0.999,0.4908,0.7085,2104,0.4908,0.7084,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a16_ep3_wd_0p0000e00,ok
3e-07,8,32.0,3,0.0,0.9,0.999,0.4908,0.6981,2104,0.4908,0.698,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a32_ep3_wd_0p0000e00,ok
3e-07,8,8.0,3,0.01,0.9,0.999,0.4908,0.6991,2104,0.4908,0.6991,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a8_ep3_wd_1p0000e-02,ok
3e-06,128,128.0,3,0.01,0.9,0.999,0.4897,0.6988,2104,0.4885,0.6968,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a128_ep3_wd_1p0000e-02,ok
3e-06,128,8.0,3,0.1,0.9,0.999,0.4897,0.6933,2104,0.4897,0.6933,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r128_a8_ep3_wd_1p0000e-01,ok
3e-07,64,128.0,3,0.0,0.9,0.999,0.4897,0.6923,2104,0.4897,0.6922,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a128_ep3_wd_0p0000e00,ok
3e-06,16,64.0,3,0.01,0.9,0.999,0.4885,0.6956,6312,0.4885,0.6956,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a64_ep3_wd_1p0000e-02,ok
3e-07,16,64.0,3,0.0,0.9,0.999,0.4885,0.6987,2104,0.4885,0.6987,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a64_ep3_wd_0p0000e00,ok
3e-06,8,16.0,3,0.1,0.9,0.999,0.4874,0.6972,6312,0.4874,0.6972,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a16_ep3_wd_1p0000e-01,ok
3e-07,128,64.0,3,0.01,0.9,0.999,0.4839,0.6963,2104,0.4839,0.6962,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a64_ep3_wd_1p0000e-02,ok
3e-07,16,32.0,3,0.1,0.9,0.999,0.4839,0.695,4208,0.4839,0.6949,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a32_ep3_wd_1p0000e-01,ok
3e-07,16,32.0,3,0.01,0.9,0.999,0.4839,0.6965,2104,0.4828,0.6965,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r16_a32_ep3_wd_1p0000e-02,ok
3e-07,8,128.0,3,0.0,0.9,0.999,0.4839,0.6958,2104,0.4828,0.6957,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a128_ep3_wd_0p0000e00,ok
3e-06,8,32.0,3,0.01,0.9,0.999,0.4828,0.696,2104,0.4805,0.6956,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a32_ep3_wd_1p0000e-02,ok
3e-06,16,64.0,3,0.0,0.9,0.999,0.4817,0.6969,6312,0.4817,0.6969,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a64_ep3_wd_0p0000e00,ok
3e-06,8,16.0,3,0.01,0.9,0.999,0.4817,0.6947,6312,0.4817,0.6947,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a16_ep3_wd_1p0000e-02,ok
3e-07,64,64.0,3,0.1,0.9,0.999,0.4794,0.6969,2104,0.4794,0.6969,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a64_ep3_wd_1p0000e-01,ok
3e-06,8,32.0,3,0.1,0.9,0.999,0.4782,0.6972,2104,0.4782,0.6968,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r8_a32_ep3_wd_1p0000e-01,ok
3e-06,64,32.0,3,0.0,0.9,0.999,0.4759,0.6944,6312,0.4759,0.6944,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a32_ep3_wd_0p0000e00,ok
3e-07,32,128.0,3,0.1,0.9,0.999,0.4748,0.694,2104,0.4748,0.6939,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r32_a128_ep3_wd_1p0000e-01,ok
3e-07,128,16.0,3,0.1,0.9,0.999,0.4713,0.6951,2104,0.4713,0.695,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r128_a16_ep3_wd_1p0000e-01,ok
3e-06,32,64.0,3,0.0,0.9,0.999,0.4702,0.7005,2104,0.4599,0.6995,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a64_ep3_wd_0p0000e00,ok
3e-06,32,64.0,3,0.01,0.9,0.999,0.4679,0.6961,4208,0.4644,0.6959,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a64_ep3_wd_1p0000e-02,ok
3e-07,8,32.0,3,0.01,0.9,0.999,0.4667,0.6962,2104,0.4667,0.6962,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a32_ep3_wd_1p0000e-02,ok
3e-07,64,16.0,3,0.1,0.9,0.999,0.4644,0.6969,2104,0.4644,0.6969,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a16_ep3_wd_1p0000e-01,ok
3e-07,64,8.0,3,0.0,0.9,0.999,0.4576,0.6956,4208,0.4576,0.6956,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a8_ep3_wd_0p0000e00,ok
3e-07,8,128.0,3,0.1,0.9,0.999,0.4576,0.6948,2104,0.4553,0.6947,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a128_ep3_wd_1p0000e-01,ok
3e-06,16,32.0,3,0.1,0.9,0.999,0.4541,0.6949,4208,0.4541,0.6948,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r16_a32_ep3_wd_1p0000e-01,ok
3e-07,64,64.0,3,0.0,0.9,0.999,0.4518,0.6951,2104,0.4507,0.6951,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r64_a64_ep3_wd_0p0000e00,ok
3e-07,8,64.0,3,0.01,0.9,0.999,0.4461,0.6987,2104,0.4461,0.6987,6312,distilbert_autogrid/results_mlora/lr_3p0000e-07_r8_a64_ep3_wd_1p0000e-02,ok
3e-06,64,16.0,3,0.0,0.9,0.999,0.4381,0.6957,2104,0.4369,0.6956,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r64_a16_ep3_wd_0p0000e00,ok
3e-06,32,8.0,3,0.1,0.9,0.999,0.3979,0.6973,2104,0.3945,0.6972,6312,distilbert_autogrid/results_mlora/lr_3p0000e-06_r32_a8_ep3_wd_1p0000e-01,ok
